,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,euclidean distance,close/far,% optimal genes,quality,fitness
18,-4.153055793023071,-4.153055793023071,-4.153055793023071,-4.153055793023071,-4.153055793023071,-4.153055793023071,-4.153055793023071,-4.153055793023071,11.746615655570753,far,0.0,median,172.21140738087598
19,-3.3797553513731846,-3.3797553513731846,-3.3797553513731846,-3.3797553513731846,-3.3797553513731846,-3.3797553513731846,0.0,0.0,8.278676066305172,close,0.25,median,172.21140738094135
20,-5.1157666728293965,-5.1157666728293965,-5.1157666728293965,-5.1157666728293965,-5.1157666728293965,-5.1157666728293965,0.0,0.0,12.531017991567632,far,0.25,median,172.21140738094107
21,-5.327368532916667,-5.327368532916667,-5.327368532916667,-5.327368532916667,0.0,0.0,0.0,0.0,10.654737065833334,close,0.5,median,172.211407380868
22,-6.167042112982318,-6.167042112982318,-6.167042112982318,-6.167042112982318,0.0,0.0,0.0,0.0,12.334084225964636,far,0.5,median,172.21140738075997
23,-8.357583219026608,-8.357583219026608,0.0,0.0,0.0,0.0,0.0,0.0,11.81940753700922,close,0.75,median,172.21140738066435
24,-9.123577850665669,-9.123577850665669,0.0,0.0,0.0,0.0,0.0,0.0,12.902687533778161,far,0.75,median,172.21140738077324
25,2.387019948522006,2.387019948522006,2.387019948522006,2.387019948522006,2.387019948522006,2.387019948522006,2.387019948522006,2.387019948522006,6.751511969709895,close,0.0,upper quartile,186.25840270436413
26,4.181036654564164,4.181036654564164,4.181036654564164,4.181036654564164,4.181036654564164,4.181036654564164,4.181036654564164,4.181036654564164,11.825757483327349,far,0.0,upper quartile,186.25840270430746
27,-3.4371084484050995,-3.4371084484050995,-3.4371084484050995,-3.4371084484050995,-3.4371084484050995,-3.4371084484050995,0.0,0.0,8.419161889201696,close,0.25,upper quartile,186.25840270436586
28,-5.156439455086114,-5.156439455086114,-5.156439455086114,-5.156439455086114,-5.156439455086114,-5.156439455086114,0.0,0.0,12.630645554515917,far,0.25,upper quartile,186.2584027043706
29,5.386251799550971,5.386251799550971,5.386251799550971,5.386251799550971,0.0,0.0,0.0,0.0,10.772503599101942,close,0.5,upper quartile,186.25840270422844
30,-6.216622995721816,-6.216622995721816,-6.216622995721816,-6.216622995721816,0.0,0.0,0.0,0.0,12.433245991443632,far,0.5,upper quartile,186.25840270419113
31,-9.219932812553893,-9.219932812553893,0.0,0.0,0.0,0.0,0.0,0.0,13.03895402768243,close,0.75,upper quartile,186.25840270415685
32,-9.219932812553893,-9.219932812553893,0.0,0.0,0.0,0.0,0.0,0.0,13.03895402768243,far,0.75,upper quartile,186.25840270415685
33,-6.285974223380774,-6.285974223380774,-6.285974223380774,-6.285974223380774,-6.285974223380774,-6.285974223380774,-6.285974223380774,-6.285974223380774,17.77941999886555,close,0.0,worst,414.0368094434763
34,-7.08852477328561,-7.08852477328561,-7.08852477328561,-7.08852477328561,-7.08852477328561,-7.08852477328561,-7.08852477328561,-7.08852477328561,20.049375743196357,far,0.0,worst,414.03680944344956
35,-7.336654784465405,-7.336654784465405,-7.336654784465405,-7.336654784465405,-7.336654784465405,-7.336654784465405,0.0,0.0,17.97106064088914,close,0.25,worst,414.03680944347326
36,8.126012444139294,8.126012444139294,8.126012444139294,8.126012444139294,8.126012444139294,8.126012444139294,0.0,0.0,19.904584131647663,far,0.25,worst,414.03680944343654
37,9.353018857055936,9.353018857055936,9.353018857055936,9.353018857055936,0.0,0.0,0.0,0.0,18.706037714111872,close,0.5,worst,414.03680944330387
38,-10.092659387895145,-10.092659387895145,-10.092659387895145,-10.092659387895145,0.0,0.0,0.0,0.0,20.18531877579029,far,0.5,worst,414.0368094434695
39,-14.182386033013994,-14.182386033013994,0.0,0.0,0.0,0.0,0.0,0.0,20.05692267469915,close,0.75,worst,414.0368094433334
40,-14.182386033013994,-14.182386033013994,0.0,0.0,0.0,0.0,0.0,0.0,20.05692267469915,far,0.75,worst,414.0368094433334
