,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,euclidean distance,close/far,% optimal genes,quality,fitness
30,-4.119406371038805,-4.119406371038805,-4.119406371038805,-4.119406371038805,1.0,1.0,1.0,1.0,10.23881274207761,far,0.5,upper quartile,159030.05813355773
31,5.603786251178197,5.603786251178197,1.0,1.0,1.0,1.0,1.0,1.0,6.5107369546829945,close,0.75,upper quartile,159030.05813355753
32,-5.096869768676708,-5.096869768676708,1.0,1.0,1.0,1.0,1.0,1.0,8.622275914885115,far,0.75,upper quartile,159030.05813355753
33,5.843962142000265,5.843962142000265,5.843962142000265,5.843962142000265,5.843962142000265,5.843962142000265,5.843962142000265,5.843962142000265,13.700793913677206,close,0.0,worst,561101.5329020623
34,-4.843785538362761,-4.843785538362761,-4.843785538362761,-4.843785538362761,-4.843785538362761,-4.843785538362761,-4.843785538362761,-4.843785538362761,16.52872152790475,far,0.0,worst,561101.5329020622
35,5.971896453552695,5.971896453552695,5.971896453552695,5.971896453552695,5.971896453552695,5.971896453552695,1.0,1.0,12.178609365157387,close,0.25,worst,561101.5329020624
36,-5.1357228724753865,-5.1357228724753865,-5.1357228724753865,-5.1357228724753865,-5.1357228724753865,-5.1357228724753865,1.0,1.0,15.029390240688597,far,0.25,worst,561101.5329020618
37,6.520205401707622,6.520205401707622,6.520205401707622,6.520205401707622,1.0,1.0,1.0,1.0,11.040410803415243,close,0.5,worst,561101.5329020622
38,-5.766909465763041,-5.766909465763041,-5.766909465763041,-5.766909465763041,1.0,1.0,1.0,1.0,13.533818931526081,far,0.5,worst,561101.532902062
39,7.559161711908397,7.559161711908397,1.0,1.0,1.0,1.0,1.0,1.0,9.276055450779182,close,0.75,worst,561101.5329020626
40,-7.055479996503817,-7.055479996503817,1.0,1.0,1.0,1.0,1.0,1.0,11.39216906248087,far,0.75,worst,561101.532902062
