,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,euclidean distance,close/far,% optimal genes,quality,fitness
12,-4.1562173592840015,-4.1562173592840015,-4.1562173592840015,-4.1562173592840015,-4.1562173592840015,-4.1562173592840015,-4.1562173592840015,-4.1562173592840015,-4.1562173592840015,-4.1562173592840015,-4.1562173592840015,-4.1562173592840015,0.0,0.0,0.0,0.0,14.397559267159284,far,0.25,lower quartile,260.6008233916499
13,-4.3147647351041725,-4.3147647351041725,-4.3147647351041725,-4.3147647351041725,-4.3147647351041725,-4.3147647351041725,-4.3147647351041725,-4.3147647351041725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.203997613666951,close,0.5,lower quartile,260.6008233913377
14,-5.180007377183723,-5.180007377183723,-5.180007377183723,-5.180007377183723,-5.180007377183723,-5.180007377183723,-5.180007377183723,-5.180007377183723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.651273372011811,far,0.5,lower quartile,260.6008233916634
15,-7.283650970839482,-7.283650970839482,-7.283650970839482,-7.283650970839482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.567301941678965,close,0.75,lower quartile,260.6008233914886
16,-8.045920781389222,-8.045920781389222,-8.045920781389222,-8.045920781389222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.091841562778445,far,0.75,lower quartile,260.60082339166325
17,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,-0.38831471984133353,1.5532588793653341,close,0.0,median,284.6078988793275
18,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,-4.077490513209033,16.30996205283613,far,0.0,median,284.60789887929286
19,-2.3968541337522513,-2.3968541337522513,-2.3968541337522513,-2.3968541337522513,-2.3968541337522513,-2.3968541337522513,-2.3968541337522513,-2.3968541337522513,-2.3968541337522513,-2.3968541337522513,-2.3968541337522513,-2.3968541337522513,0.0,0.0,0.0,0.0,8.302946275980778,close,0.25,median,284.607898879326
20,-4.187635516786874,-4.187635516786874,-4.187635516786874,-4.187635516786874,-4.187635516786874,-4.187635516786874,-4.187635516786874,-4.187635516786874,-4.187635516786874,-4.187635516786874,-4.187635516786874,-4.187635516786874,0.0,0.0,0.0,0.0,14.506394957309634,far,0.25,median,284.6078988793277
21,-4.363388475057079,-4.363388475057079,-4.363388475057079,-4.363388475057079,-4.363388475057079,-4.363388475057079,-4.363388475057079,-4.363388475057079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.341526318656355,close,0.5,median,284.60789887928956
22,-4.692060727356756,-4.692060727356756,-4.692060727356756,-4.692060727356756,-4.692060727356756,-4.692060727356756,-4.692060727356756,-4.692060727356756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.271151832212187,far,0.5,median,284.60789887932776
23,-7.369828345416583,-7.369828345416583,-7.369828345416583,-7.369828345416583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.739656690833167,close,0.75,median,284.6078988792875
24,8.158911871895556,8.158911871895556,8.158911871895556,8.158911871895556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.317823743791113,far,0.75,median,284.6078988789404
25,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,0.4488054590889607,1.7952218363558428,close,0.0,upper quartile,315.016488083525
26,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,-4.120074456093839,16.480297824375356,far,0.0,upper quartile,315.01648808349023
27,-2.50027783334617,-2.50027783334617,-2.50027783334617,-2.50027783334617,-2.50027783334617,-2.50027783334617,-2.50027783334617,-2.50027783334617,-2.50027783334617,-2.50027783334617,-2.50027783334617,-2.50027783334617,0.0,0.0,0.0,0.0,8.661216480787592,close,0.25,upper quartile,315.01648808352877
28,-5.0583468815462815,-5.0583468815462815,-5.0583468815462815,-5.0583468815462815,-5.0583468815462815,-5.0583468815462815,-5.0583468815462815,-5.0583468815462815,-5.0583468815462815,-5.0583468815462815,-5.0583468815462815,-5.0583468815462815,0.0,0.0,0.0,0.0,17.5226276022915,far,0.25,upper quartile,315.0164880835339
29,-4.452294833129807,-4.452294833129807,-4.452294833129807,-4.452294833129807,-4.452294833129807,-4.452294833129807,-4.452294833129807,-4.452294833129807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.592991473391658,close,0.5,upper quartile,315.0164880832753
30,6.105149499485305,6.105149499485305,6.105149499485305,6.105149499485305,6.105149499485305,6.105149499485305,6.105149499485305,6.105149499485305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.267970444974864,far,0.5,upper quartile,315.0164880835317
31,-8.25872058419928,-8.25872058419928,-8.25872058419928,-8.25872058419928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51744116839856,close,0.75,upper quartile,315.01648808352763
32,-8.25872058419928,-8.25872058419928,-8.25872058419928,-8.25872058419928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51744116839856,far,0.75,upper quartile,315.01648808352763
33,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,-6.284402054002064,25.137608216008257,close,0.0,worst,826.2153765523194
34,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,-7.086050137842231,28.344200551368925,far,0.0,worst,826.2153765523201
35,-7.334398971527134,-7.334398971527134,-7.334398971527134,-7.334398971527134,-7.334398971527134,-7.334398971527134,-7.334398971527134,-7.334398971527134,-7.334398971527134,-7.334398971527134,-7.334398971527134,-7.334398971527134,0.0,0.0,0.0,0.0,25.407103323331828,close,0.25,worst,826.2153765519274
36,8.123457263273318,8.123457263273318,8.123457263273318,8.123457263273318,8.123457263273318,8.123457263273318,8.123457263273318,8.123457263273318,8.123457263273318,8.123457263273318,8.123457263273318,8.123457263273318,0.0,0.0,0.0,0.0,28.140481426207625,far,0.25,worst,826.2153765523187
37,-9.349663213949164,-9.349663213949164,-9.349663213949164,-9.349663213949164,-9.349663213949164,-9.349663213949164,-9.349663213949164,-9.349663213949164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.444841041575454,close,0.5,worst,826.2153765518947
38,-10.088359220700141,-10.088359220700141,-10.088359220700141,-10.088359220700141,-10.088359220700141,-10.088359220700141,-10.088359220700141,-10.088359220700141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.534188864011615,far,0.5,worst,826.2153765522877
39,-14.176930300290065,-14.176930300290065,-14.176930300290065,-14.176930300290065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.35386060058013,close,0.75,worst,826.2153765518924
40,-14.176930300290065,-14.176930300290065,-14.176930300290065,-14.176930300290065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.35386060058013,far,0.75,worst,826.2153765518924
